id,titre,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,description,caracteristiques,source,date_publication,has_sdb_info,latitude,longitude,dist_centre_km,dist_aeroport_km,dist_plage_km,nb_ecoles_1km,nb_mosquees_1km,nb_commerces_1km,nb_hopitaux_1km,nb_total_pois_1km,has_garage,has_titre_foncier,has_camera,nb_balcons,taille_rue,desc_len,desc_word_count,has_piscine,has_clim,has_meuble,is_luxe,is_renove,has_arabic,nb_pieces_total,surface_par_piece,log_surface,age_annonce_jours,quartier_target_enc,quartier_freq
220,منزل,700000.0,200.0,6.0,2.0,4.0,Arafat,عندن دار فعرفات اكبيرة اتبارك الله تتكون من بيتين اركاد واربع حمامات وصالوهين وهول وبيتين اخرين وتحويشة مزودين أضوائها بخاصية لبلوتوث عندها بيت نازل ابريك سقفو لأنو أصلا ماه مأيشابي مبيوعة وبسعر فالمتناول,,voursa.com,2026-02-12,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,0,15.0,204,33,0,0,0,0,0,1,8.0,25.0,5.303304908059076,18,1676270.4918032787,0.21162185602775369
796,ديبلكس فكرن من سكتير 5 للبيع ,8500000.0,600.0,1.0,1.0,2.0,Tevragh Zeina,السلام عليكم هذ ديبلكس فكرن من سكتير 5 مساحتها 600م# فرصة مبيوع ب 85مليون للإستفسار اكثر اتصلوا على للرقم التالى 49546950,Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: سكتير 5,voursa.com,2025-08-13,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,1,20.0,121,21,0,0,0,0,0,1,2.0,300.0,6.398594934535208,201,8209772.117962467,0.32350390286209885
719,ديبلكس فتراب الحوات للبيع ,3000000.0,150.0,5.0,3.0,2.0,Tevragh Zeina,السلام عليكم هذ ديبلكس ف اتراب الحوات مساحة 150م# مبيوع ب 30مليون  للإستفسار اكثر اتصلوا على الرقم التالي 49546950,1 balcon(s) | Taille rue: 15.00 | Proche de: اتراب الحوات ,voursa.com,2025-07-31,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,0,0,1,15.0,114,19,0,0,0,0,0,1,8.0,18.75,5.017279836814924,214,8209772.117962467,0.32350390286209885
457,دار فلكصر ,1700000.0,216.0,4.0,2.0,2.0,Tevragh Zeina,هــــــــــــاذي الدار فلكصر عند لمسيد لخظر فيه بيت صلوه وبيت جماعة وبيت ركاد فيه  ودوش داخلي ودوش خارجي  وكوزين وبوتيك وكراج ومكزينه  منقوشة ومكروية مبنية بناي اجديد وبانيته مولاته الراصه ماكط انباعت بينايه حديث مساحتها 216 مبيوع ب 17 مليون 26678975.36147216,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: لمسيد لخظر,voursa.com,2025-11-18,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,1,15.0,259,41,0,0,0,0,0,1,6.0,36.0,5.37989735354046,104,8209772.117962467,0.32350390286209885
391,فرصة نادرة ديبلكس في سكتير 4 بتصميم عصري حديث وخرافي ,6500000.0,200.0,6.0,5.0,2.0,Tevragh Zeina,فرصة نادرة ديبلكس في سكتير 4 قرب كدوره الشارة بتصميم عصري حديث وخرافي يتربع على مساحة 200م٢ يقع بحي راقي وهادئ الثمن 65 مليون حد شاري يُفاهم أمعاه,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: كدروه الشارة  | Garage,voursa.com,2025-09-09,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,1,0,1,15.0,146,28,0,0,0,0,0,1,11.0,18.181818181818183,5.303304908059076,174,8209772.117962467,0.32350390286209885
1388,منزل للبيع,5000000.0,300.0,4.0,2.0,2.0,Tevragh Zeina,"دار ف سيتي بلاج منكد بوتيك جيبي مساحته 300 مكرية ب ،200 الف أوراقه تيتر فونسي مبيوعة ب [ 50 ] قابلة للنقاش للتواصل


‏مراسلة  عبر واتساب. https://wa.me/22243414552",1 balcon(s) | Taille rue: 20.00 | Proche de: سيتا بلاج,voursa.com,2025-03-27,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,0,0,1,20.0,163,28,0,0,0,0,0,1,6.0,50.0,5.707110264748875,340,8209772.117962467,0.32350390286209885
52,دار اعلي شارع اكبير ف كرفور بالقرب من كليج سوق مكة للبيع ,650000.0,180.0,1.0,1.0,2.0,Arafat,السلام عليكم هذ دار اعلي شارع اكبير فكرفور بالقرب من كليج سوق مكة مساحتها 180م# مبيوع ب 6ملاين واخمس سغرها للاخير  مائة للإستفسار اكثر اتصلوا على الرقم التالي 49546950,1 balcon(s) | Taille rue: 20.00 | Proche de: كرفور ,voursa.com,2025-05-31,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,1,20.0,167,29,0,0,0,0,0,1,2.0,90.0,5.198497031265826,275,1676270.4918032787,0.21162185602775369
208,عندن دبنلكس اللبيع اف الزوه,400000.0,150.0,3.0,2.0,2.0,Teyarett,*سلام عليكم عندن دبلكس جديد  للبيــــــــــــــــــــــع في ليزوه h8 تيارت مساحته 150 م² مبيوع ب 40 مليون*حد مهتم يتواصل معاي واتساب 27273277 حد عندو العقار اللبيع يتواصل معاي ,1 balcon(s) | Taille rue: 12.00 | Proche de: h8,voursa.com,2025-07-20,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,1,12.0,176,28,0,0,0,0,0,1,5.0,30.0,5.017279836814924,225,3330407.407407407,0.2341717259323504
532,شانتي فلكصر من فوك,1600000.0,216.0,5.0,1.0,2.0,Ksar,سعر 16 مليون حد شاري تلفل 26678975.36147216,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: C5,voursa.com,2025-09-23,1,18.104903,-15.964434,2.3214708466787566,1.9082272947065255,7.854840504314902,8,3,61,15,87,0,1,0,1,15.0,43,7,0,0,0,0,0,1,6.0,36.0,5.37989735354046,160,3610869.565217391,0.0398959236773634
1073,دار كبيرة طراز اول فتفرغ زينه  للبيع ,17000000.0,700.0,7.0,4.0,2.0,Tevragh Zeina,"دار كبيرة من الطراز اول فتفرغ زينه فاتحه علي شارع كبير.  ماكط اندخلت فيها جميع المواصفات العصريه للسكن. 
وفيها بسين للسباحة 
المساحة : 700م
دار عندنا منها الصور في الخاص للجادين فقط 
للتواصل : 38713233
الواتساب:38713233
",4 balcon(s) | Taille rue: 25.00 | Proche de: صحراوي ,voursa.com,2025-05-20,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,0,0,4,25.0,220,36,0,0,0,0,0,1,11.0,63.63636363636363,6.55250788703459,286,8209772.117962467,0.32350390286209885
817,دبلكس درجة اولاً,7000000.0,200.0,6.0,2.0,4.0,Teyarett,دبلكس درجة اولاً للبيع مساحتو 200 بين مع كدرونه البوادي نيمروين.فيه منتحت صالونه وبيت وجلسه وبيت عامل وكراج .الطابق الفوكاني فيه بيتين اركاد وبيت اجماعه وجلسه وبلكونه ودوش ببليك,Garage,voursa.com,2025-12-22,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,1,0,0,0,15.0,177,29,0,0,0,0,0,1,8.0,25.0,5.303304908059076,70,3330407.407407407,0.2341717259323504
94,دار للبيع افسوكجيم عين الطلح فاتحه اعل ابارك ,1900000.0,150.0,2.0,1.0,2.0,Teyarett,"دار افسوكوجيم عين الطلح فاتحة اعل ابارك . فيها 3 ابيوت ؤجلسة ؤمرافق 
منقوشة ؤمكرويه وافحالة جيدة .

مساحتها 150م²
أوراقها: ابرمه ؤكتانص 

ب 19 مليون قديمة 

41545765",type de propriété: Autre | 1 balcon(s) | Taille rue: 15.00 | Proche de: ساحة الجمهورية ,voursa.com,2025-12-24,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,1,15.0,165,28,0,0,0,0,0,1,3.0,50.0,5.017279836814924,68,3330407.407407407,0.2341717259323504
1188,سوق احذ مسجد تجانيين دخل زين,3600000.0,216.0,4.0,2.0,2.0,Teyarett,سوق احذ مسجد تجانيين السعر 36 مليون دخلو 350  وفم اربع ابرتمهات وتحتهم 4اباتيك فلوج اعل كدروه سعر 45 مليون قابل لنقاش ودخلهم 400 الف زايد وليه ينباع واتساب 26678975 لاتصال 36147216,1 balcon(s) | Taille rue: 20.00 | Proche de: مسجد تجاني,voursa.com,2025-04-24,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,1,20.0,180,32,0,0,0,0,0,1,6.0,36.0,5.37989735354046,312,3330407.407407407,0.2341717259323504
375,جبلكس للبيع في تفرغ زينه قرب قصر المتماراة,3500000.0,150.0,5.0,3.0,2.0,Tevragh Zeina,ها ذي  سمع زينه حته فيه فرصة اليوم,Titre foncier | 3 balcon(s) | Taille rue: 20.00 | Proche de: البات  | Garage | Meublé | Caméra de sécurité,voursa.com,2025-12-03,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,1,1,3,20.0,34,8,0,0,1,0,0,1,8.0,18.75,5.017279836814924,89,8209772.117962467,0.32350390286209885
83,دبليكس للبيع تفرغ زينة شرم شيخ ,6300000.0,260.0,6.0,3.0,2.0,Tevragh Zeina,"دبلكس للبيــــــــــــــــــــــع في شرم الشيخ ترابو  260 م² تيترفونسي 
يتالف طابق الأرضي من : صالون جلسة  غرف نوم مع حمامها  مطبخ  حمام عمومي   كراج يرفد وتين   تهوية 
يتالف طابق العلوي من:  صالون+ جلسة +  2 غرف نوم مع حمامها  مطبخ  حمام عمومي مكزينة مكتب 
السعر 63 مليون ",Titre foncier | 3 balcon(s) | Taille rue: 30.00 | Proche de: شرم الشيخ  | Garage,voursa.com,2025-05-08,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,1,0,3,30.0,273,47,0,0,0,0,0,1,9.0,28.88888888888889,5.564520407322694,298,8209772.117962467,0.32350390286209885
724,دبلكس للبيـــــــــــــــــــــع اف سوكجيم عين الطلح ,4500000.0,180.0,6.0,4.0,2.0,Teyarett,ذاك دبلكس للبيـــــــــــــــــــــع اف سوكجيم عين الطلح فاتح اعل شارع إكبير مساحته 180 مبيوعه ب 45 مليون حد مهتم يتواصل معاي 27273277,1 balcon(s) | Taille rue: 15.00 | Proche de: دبلكس للبيـــــــــــــــــــــع اف سوكجيم عين الطلح ,voursa.com,2025-11-02,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,1,15.0,134,22,0,0,0,0,0,1,10.0,18.0,5.198497031265826,120,3330407.407407407,0.2341717259323504
1341,ديبلكس فغنودرت طريك انواذيب ,3500000.0,300.0,5.0,1.0,2.0,Tevragh Zeina,سعر 35 مليون  حد شاري تلفنل 26678975.36147216,Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: طريك انواذيب ,voursa.com,2025-09-22,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,1,30.0,45,7,0,0,0,0,0,1,6.0,50.0,5.707110264748875,161,8209772.117962467,0.32350390286209885
722,سمع للبيع في تفرغ زينه قرب اتاك الخيرفيه فرصة اليوم,8500000.0,600.0,8.0,5.0,2.0,Tevragh Zeina,هاذي سمع للبيع في تفرغ زينه قرب إ مام لاند,3 balcon(s) | Taille rue: 20.00 | Proche de: بايع | Garage | Meublé | Caméra de sécurité,voursa.com,2025-07-12,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,0,1,3,20.0,42,10,0,0,1,0,0,1,13.0,46.15384615384615,6.398594934535208,233,8209772.117962467,0.32350390286209885
788,دار فعرفات احذ بقالة الحوضين,1300000.0,150.0,3.0,1.0,2.0,Arafat,دار اجديدة فعرفات بينه الا بقالة الحوضين عن كدروه الداية 11الدخلاني,Garage,voursa.com,2025-12-26,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,1,0,0,0,15.0,67,11,0,0,0,0,0,1,4.0,37.5,5.017279836814924,66,1676270.4918032787,0.21162185602775369
847,فرصه دار  كبير فاتح اعل كدروه قصر الرئاسة ,7000000.0,600.0,7.0,3.0,2.0,Tevragh Zeina,"دار ومعاه ديبلكس مدخل 140الف سعر 70مليون 
حد دوره تلفنل اعل واتساب 26678975 وتلفون 36147216",Titre foncier | 2 balcon(s) | Taille rue: 30.00 | Proche de: قصر الرئاسة ,voursa.com,2025-07-14,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,2,30.0,91,15,0,0,0,0,0,1,10.0,60.0,6.398594934535208,231,8209772.117962467,0.32350390286209885
694,برتماهات فغنودرت زينين تبارك الله ,2300000.0,300.0,6.0,4.0,2.0,Tevragh Zeina,"برتماهات زينين تبارك الله والبناء جيد 
 ",2 balcon(s) | Taille rue: 12.00 | Proche de: كدروه ,voursa.com,2025-05-28,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,0,0,2,12.0,40,6,0,0,0,0,0,1,10.0,30.0,5.707110264748875,278,8209772.117962467,0.32350390286209885
756,عندن ذاك دار للبيـــــــــــــــــــــع في H3,3700000.0,216.0,3.0,2.0,2.0,Teyarett,دار للبيـــــــــــــــــــــع H3 مساحته 216 فاتح على شارع 15مبيوعه ب37 مليون حد مهتم يتواصل معاي واتساب 27273277,1 balcon(s) | Taille rue: 15.00 | Proche de: دار للبيـــــــــــــــــــــع في H3,voursa.com,2025-08-29,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,1,15.0,113,17,0,0,0,0,0,1,5.0,43.2,5.37989735354046,185,3330407.407407407,0.2341717259323504
415,أبرتماهات للبيع,2100000.0,350.0,2.0,2.0,2.0,Arafat,"
‎ برتماهات فكرفور بالقرب من مجمع البيت فاتح اعل رامبلة الأصلاح واخظ من گدامهم گدروه تحتهم  مگزينات كبارات ومنقوشين مكروين وعندهم تيتر فونسيي ",Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: كدرونه مجمع البيت,voursa.com,2025-04-03,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,1,30.0,142,23,0,0,0,0,0,1,4.0,87.5,5.860786223465865,333,1676270.4918032787,0.21162185602775369
505,سمع للبيع في تفرغ زينه قر الجامع لبنانيي,16000000.0,1100.0,10.0,5.0,2.0,Tevragh Zeina,هاذي السمع زينه حته واجديد مافاة اندخلة قرب الجامع لبنانيي ,Titre foncier | 3 balcon(s) | Taille rue: 18.00 | Proche de: وسيط عقراة,voursa.com,2025-08-24,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,3,18.0,59,10,0,0,0,0,0,1,15.0,73.33333333333333,7.00397413672268,190,8209772.117962467,0.32350390286209885
1159,دبلكس فتفرغ زينه اكريب من كدروه انواذيبو,5200000.0,200.0,5.0,2.0,2.0,Tevragh Zeina,فرصة حقيقية دبلكس فتفرغ زينه اكريب من كدروه انواذيبو ,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: طريق انواذيبو  | Garage,voursa.com,2025-09-15,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,1,0,1,15.0,53,9,0,0,0,0,0,1,7.0,28.571428571428573,5.303304908059076,168,8209772.117962467,0.32350390286209885
1060,ديبلكس بالقرب من طب القلب للبيع ,3200000.0,150.0,1.0,1.0,2.0,Tevragh Zeina,السلام عليكم هذ ديبلكس مسنوريها كامل اوفي بالقرب من طب القلب مساحتها 150م# فرصة حقيقية مبيوع ب 32مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: كتاب الضبط سكتير 1,voursa.com,2025-08-14,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,1,15.0,150,25,0,0,0,0,0,1,2.0,75.0,5.017279836814924,200,8209772.117962467,0.32350390286209885
191,سمعه فكرن فلوجه بدخله,1800000.0,180.0,7.0,2.0,2.0,Arafat,"سعر 18مليون مدخل 180الف شهريا 
حد شاري تلفنل 26678975 .36147216",Titre foncier | 2 balcon(s) | Taille rue: 30.00 | Proche de: فلوجه,voursa.com,2025-09-24,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,2,30.0,63,10,0,0,0,0,0,1,9.0,20.0,5.198497031265826,159,1676270.4918032787,0.21162185602775369
549,دار فكرفور فاتح ف ابرك بالقرب من بقالة حزب الله للبيع ,1200000.0,150.0,3.0,2.0,2.0,Arafat,السلام عليكم هذ دار ف كرفور بالقرب من حزب الله مساحتها 150م# فاتح ف ابرك مبيوع ب 12مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,1 balcon(s) | Taille rue: 15.00 | Proche de: بقالة حزب الله ,voursa.com,2025-06-16,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,1,15.0,136,25,0,0,0,0,0,1,5.0,30.0,5.017279836814924,259,1676270.4918032787,0.21162185602775369
964,منزل للبيع في دبي,600000.0,150.0,2.0,2.0,2.0,Toujounine,منزل جديد مافات انسكن في دبي قريب من بقالة الحرمين,2 balcon(s) | Taille rue: 6.00 | Proche de: دبي بقالة الحرمين كدروه دبي جديد حيط ولد نويكظ,voursa.com,2025-06-17,1,18.072432,-15.9099,7.059419471119127,4.940767978356011,11.749163714068937,6,5,5,6,22,0,0,0,2,6.0,50,10,0,0,0,0,0,1,4.0,37.5,5.017279836814924,258,1571086.956521739,0.0997398091934085
504, دار فاتحه عل كدروه قرب مسجد التجانيين,2700000.0,300.0,5.0,3.0,2.0,Teyarett,دار فاتحه عل كدروه مباشرة فيها كراج و تهويه و جلسه كبيره و فيها كوزين داخلي و كوزين خارجي و صلوه كبير  و مكزينه و فيها أربع بيوت 2 ركاد و 2 جماعه تواقطها برمه و كيتانص,1 balcon(s) | Taille rue: 25.00 | Proche de: قرب مسجد التجانيين | Garage,voursa.com,2025-04-21,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,1,0,0,1,25.0,167,37,0,0,0,0,0,1,8.0,37.5,5.707110264748875,315,3330407.407407407,0.2341717259323504
1309,دار فعرفات احذ كدروه الداية 11 الدخلاني,600000.0,150.0,3.0,2.0,2.0,Arafat,دار فعرفات احذ كدروه الداية 11 الدخلاني,Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: الداية 11 | Garage,voursa.com,2025-10-12,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,1,1,0,1,10.0,39,7,0,0,0,0,0,1,5.0,30.0,5.017279836814924,141,1676270.4918032787,0.21162185602775369
1412,سمعه للبيـــــــــــــــــــــع ,1500000.0,180.0,5.0,3.0,2.0,Arafat,سمعه للبيـــــــــــــــــــــع ,Titre foncier | 1 balcon(s) | Taille rue: 18.00 | Proche de: مسجد ولد سيدى يحي,voursa.com,2025-05-24,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,1,18.0,32,2,0,0,0,0,0,1,8.0,22.5,5.198497031265826,282,1676270.4918032787,0.21162185602775369
767,ديبلكس للبيــع فاتح اعل كدروه كورونا ,7000000.0,300.0,6.0,3.0,2.0,Teyarett,ديبلكس للبيــع فاتح اعل كدروه كورونا مساحة 300م٢ مبيوع ب 70 مليون ,Titre foncier | type de propriété: Duplex | 2 balcon(s) | Taille rue: 30.00 | Proche de: كدروه كورونا  | Garage,voursa.com,2025-12-11,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,1,1,0,2,30.0,66,12,0,0,0,0,0,1,9.0,33.333333333333336,5.707110264748875,81,3330407.407407407,0.2341717259323504
1403,فرصة شانتيه أف عين الطلح مبيوعه ألا ب 13 مليون فاتحه أعل شارعين واكريب من ساحة سوكوجيم,1300000.0,120.0,2.0,2.0,2.0,Teyarett,فرصة شانتيه أف عين الطلح مبيوعه ألا ب 13 مليون فاتحه أعل شارعين واكريب من ساحة سوكوجيم ومساحته 120م٢,Taille rue: N/A | Proche de: ساحة سوكوجيم,voursa.com,2025-08-27,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,0,15.0,100,19,0,0,0,0,0,1,4.0,30.0,4.795790545596741,187,3330407.407407407,0.2341717259323504
652,سمعه فعين طلح بدخله شهري,3800000.0,180.0,7.0,1.0,2.0,Teyarett,ذيك بناية فيه عياده  فاتح عل كدروه طيطان دخل 170 الف شهري كونترا 10 فات جات سنه منو مبيوع فرص 38 حد شاري تلفنل 26678975.36147216,Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: كدروه طيطان,voursa.com,2025-09-15,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,1,0,1,30.0,128,25,0,0,0,0,0,1,8.0,22.5,5.198497031265826,168,3330407.407407407,0.2341717259323504
941,دار للبيع افعين الطلح كد عباد الرحمان 2  ,2900000.0,216.0,5.0,2.0,2.0,Teyarett,"دار للبيع افعين الطلح كد عباد الرحمان 2
فيها 4 ابيوت ؤجلستين ؤمرافق وكراج 
الفوك فيه تيكيت امعاها بيت اسغير 
منقوشة ؤمكرويه ؤتكفالها تكفال أهل غدة. 
مبنيه 2021
واكفه كامله اعل فير 12

اكريب حته من كدروه 
شارعها 15م
مساحتها 216م² ( 12 ف 18 )
أوراقها : تيتر فونسيي الأصلية 

اب 29 مليون قديمة 

41545765",Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: عباد الرحمان رقم 2 | Garage,voursa.com,2025-11-13,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,1,1,0,1,15.0,301,56,0,0,0,0,0,1,7.0,30.857142857142858,5.37989735354046,109,3330407.407407407,0.2341717259323504
427,عماره بدخله احذ لكبيد ,7000000.0,180.0,3.0,4.0,2.0,Arafat,عماره فيه ياير من شي  دخله 600الف شهريا سعر 70 مليون  قابل للنقاش حد ايدور اي تلفنل 26678975.36147216,Titre foncier | 4 balcon(s) | Taille rue: 30.00 | Proche de: لكبيد ,voursa.com,2025-11-04,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,4,30.0,101,18,0,0,0,0,0,1,7.0,25.714285714285715,5.198497031265826,118,1676270.4918032787,0.21162185602775369
546,نص نيمر فيه دار امن السنك احذا كيدرونه ابرمييى الفوكاني للبيع,700000.0,108.0,3.0,1.0,2.0,Teyarett,نص نيمر فيه دار امن السنك ينباع فابرميى احذا كيدرونه اطل ابرميى الفوكاني احذا فور الأطلسي فاتح فبرك هو نص نيمر 216 فيه ابيوت أمن السنك وكوزين وادوش اكول سبعه مليون او ينكص اشوي عن ذاك او ينباع هو فورصة العيد وهناك خيارات اديار وابرتماهات واسمع واستديوهات واباتيك او نيمروات امل من وكالة السماحة العقارية احمد بمب الارقام 22810713 /33810713 شنكيتل اعليه وادساب نحن دائما في خدمتكم ونوفر لكم كل ماهو جديد ومتجدد وحسن ومتميز ونرحب بالجميع ,Taille rue: 12.00 | Proche de: مخبزة الاطلس ابرميى ,voursa.com,2025-05-31,1,18.159145,-15.927189,9.518373545590451,7.058795108333672,14.923344328459411,5,8,12,2,27,0,0,0,0,12.0,436,77,0,0,0,0,0,1,4.0,27.0,4.6913478822291435,275,3330407.407407407,0.2341717259323504
1136,سمع للبيع في تفرغ زينه سكتر 4فيه فرصة اليوم,7500000.0,300.0,8.0,5.0,2.0,Tevragh Zeina,هاذي السمع زينه حته واجديد مافات اندخلة وشارع اكبير موواصفاة عصريه,Titre foncier | 3 balcon(s) | Taille rue: 20.00 | Proche de: البات | Caméra de sécurité | Meublé | Garage,voursa.com,2025-11-07,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,1,1,1,3,20.0,66,11,0,0,1,0,0,1,13.0,23.076923076923077,5.707110264748875,115,8209772.117962467,0.32350390286209885
1044,ديبلكس فسكتير 4,14000000.0,600.0,10.0,3.0,2.0,Tevragh Zeina,سكتير 4 ب،140  مليون ترابها 600 حد شاري تلفنل 26678975.36147216,Titre foncier | 2 balcon(s) | Taille rue: 30.00 | Proche de: سكتير 4,voursa.com,2025-10-09,1,18.111144,-16.00384,4.09143426363279,6.102914035530419,6.151266855980939,3,3,17,2,25,0,1,0,2,30.0,63,10,0,0,0,0,0,1,13.0,46.15384615384615,6.398594934535208,144,8209772.117962467,0.32350390286209885
1130,دار فعرفات موقعها زين ماشاءالله ,550000.0,200.0,5.0,2.0,2.0,Arafat,"شارعها متوسط والبناء جيد 
ملاحظة للراغبين في شراء او بيع نيمرو او دار ماعليكم سوى التواصل معنا والله المستعان ",1 balcon(s) | Taille rue: 8.00 | Proche de: داي16,voursa.com,2025-05-28,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,0,0,1,8.0,110,19,0,0,0,0,0,1,7.0,28.571428571428573,5.303304908059076,278,1676270.4918032787,0.21162185602775369
1254,سمعه فلكصر من فوك شارعه 8,2700000.0,216.0,5.0,2.0,2.0,Ksar,"واتساب 26678975 للاتصال 36147216
ملاحظه عندك طلب فلعقار تواصل معاي
سمعه مكري من تحت ب80الف والفوك فيه اهلو كاردينو عن 120الف سعر 27مليون
",1 balcon(s) | Taille rue: 8.00 | Proche de: لكصر,voursa.com,2025-05-11,1,18.104903,-15.964434,2.3214708466787566,1.9082272947065255,7.854840504314902,8,3,61,15,87,0,0,0,1,8.0,137,23,0,0,0,0,0,1,7.0,30.857142857142858,5.37989735354046,295,3610869.565217391,0.0398959236773634
225,دار فلوجه,1400000.0,180.0,7.0,2.0,2.0,Arafat,"تلفنل اعل واتساب 26678975 ول تلفون 36147216
سعر 14مليون  فيه جلستين وبيوت ",Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: الدايه 19,voursa.com,2025-07-29,1,18.045951,-15.963284,4.686578950055194,6.0952391880312575,6.143957671522069,14,21,26,9,70,0,1,0,1,10.0,74,12,0,0,0,0,0,1,9.0,20.0,5.198497031265826,216,1676270.4918032787,0.21162185602775369
351,دار ف الفلوجة فكرن بينها نيمروين امع كدروه للبيع ,1450000.0,120.0,4.0,1.0,2.0,Toujounine,السلام عليكم هذ دا منقوشه ومكروي  في الفلوجة. فكرن بينها نيمروين امع كد.روه فيه من تحت صلوه وبيت وجلسه ومرافق. وكراج  والفوك فيها بيتين ودوش مساحتها 120م# مدخل 90الف مبيوع ب 14مليون واخمس مائة للإستفسار اكثر اتصلوا على الرقم التالي 49546950,Titre foncier | type de propriété: Villa | 1 balcon(s) | Taille rue: 12.00 | Proche de: الفلوجة. ,voursa.com,2025-12-19,1,18.072432,-15.9099,7.059419471119127,4.940767978356011,11.749163714068937,6,5,5,6,22,0,1,0,1,12.0,240,41,0,0,0,0,0,1,5.0,24.0,4.795790545596741,73,1571086.956521739,0.0997398091934085
