raw_text,price_mru,property_type,time_ago,title_guess,location,source,url,lot_size,street_size,closest_landmark,land_title,detail_property_type,halls,balconies,bathrooms,rooms
"ديبلكس فعين طلح 2,500,000 MRU Residential Property 1 week ago • Teyarett الخدمات العامه 1",2500000,Residential Property,,ديبلكس فعين طلح,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-فعين-طلح-4d3d,120.00,15.00,جيني 1,Yes,Duplex,1.0,1.0,2.0,5.0
"للبيع 200م فتراب ديدي 2,000,000 MRU Land Plot 1 week ago • Tevragh Zeina وكالة النجاح 1",2000000,Land Plot,,للبيع 200م فتراب ديدي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/للبيع-200م-فتراب-ديدي-f88a,200.00,18.00,سكن سفير سعوديه,Yes,,,,,
"رقم 48 من بلوك 60 المطار القديم فاتح اعل كدروه 2,000,000 MRU Land Plot 1 week ago • Dar Naim عبد الله 1",2000000,Land Plot,,رقم 48 من بلوك 60 المطار القديم فاتح اعل كدروه,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/رقم-48-من-بلوك-60-المطار-القديم-فاتح-اعل-كدروه-a249,216.00,40.00,بلوك 60,Yes,,,,,
"رقم 298 و 299 من بلوك 60 المطار القديم 2,000,000 MRU Land Plot 1 week ago • Dar Naim عبد الله 1",2000000,Land Plot,,رقم 298 و 299 من بلوك 60 المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/رقم-298-و-299-من-بلوك-60-المطار-القديم--7c62,432.00,40.00,بلوك 60,Yes,,,,,
"رقم 6 من بلوك 59 المطار القديم 3,250,000 MRU Land Plot 1 week ago • Dar Naim عبد الله 1",3250000,Land Plot,,رقم 6 من بلوك 59 المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/رقم-6-من-بلوك-59-المطار-القديم--8d9e,600.00,35.00,بلوك 59,Yes,,,,,
"محل تلكوم 70,000 MRU Store 1 week ago • Toujounine محمد عبد الله 4",70000,Store,,محل تلكوم,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/محل-تلكوم-43f1,16.00,,مدرسة صويلة,No,,,,,
"باتيك في دار النعيم 16 350,000 MRU Land Plot 1 week ago • Dar Naim Youssef 2",350000,Land Plot,,باتيك في دار النعيم 16,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/باتيك-في-دار-النعيم-16-fe39,180.00,15.00,دار النعيم 16,Yes,,,,,
"ديبلكس ممتازة في الفوز البوادي 6,500,000 MRU Residential Property 1 week ago • Teyarett محمدفال 1",6500000,Residential Property,,ديبلكس ممتازة في الفوز البوادي,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-ممتازة-تبارك-الله-في-الفوز-البوادي-121a,200.00,20.00,البوادي,No,Duplex,2.0,2.0,4.0,6.0
"نيمرو H suite طريق انواذيبو 2,800,000 MRU Land Plot 1 week ago • Tevragh Zeina سيدي محمد 1",2800000,Land Plot,,نيمرو H suite طريق انواذيبو,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-h-suite-طريق-انواذيبو--f17f,500.00,,طريق NDB,Yes,,,,,
"دار للبيع دخل 20 الف قديمة بينه مع كدروه جمبو دار وحده و برمة و كتانص 220,000 MRU Land Plot 1 week ago • Dar Naim محمد سالم 1",220000,Land Plot,,دار للبيع دخل 20 الف قديمة بينه مع كدروه جمبو دار وحده و برمة و كتانص,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-للبيع-دخل-20-الف-قديمة-بينه-مع-كدروه-جمبو-دار-وحده-و-برمة-و-كتانص--68e8,150.00,10.00,كدروه جمبو دار النعيم,Yes,,,,,
"نيمرو اعلي كدروه وفكرن من ابلوك 18 للبيع 6,000,000 MRU Land Plot 1 week ago • Dar Naim محمد 1",6000000,Land Plot,,نيمرو اعلي كدروه وفكرن من ابلوك 18 للبيع,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-اعلي-كدروه-وفكرن-من-ابلوك-18-للبيع--abc0,400.00,30.00,المطار القديم,No,,,,,
"شقق ومحلات تجارية للبيع 5,500,000 MRU Commercial and Industrial Real Estate 1 week ago • Arafat بورصة محمدأحمد العقارية 1",5500000,Commercial and Industrial Real Estate,,شقق ومحلات تجارية للبيع,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/شقق-ومحلات-تجارية-للبيع-a92d,300.00,,حمام الياسمين,No,,,,,
"نص نيمرو في سكتير6 تفرغ زينة كريب من كدروه 3,100,000 MRU Land Plot 1 week ago • Tevragh Zeina محمدفال 1",3100000,Land Plot,,نص نيمرو في سكتير6 تفرغ زينة كريب من كدروه,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-في-سكتير6-تفرغ-زينة-كريب-من-كدروه-b988,300.00,,شارع الاربعين,No,,,,,
"قطعة ارض استثمارية 16,000,000 MRU Land Plot 1 week ago • El Mina محمد 1",16000000,Land Plot,,قطعة ارض استثمارية,,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارض-استثمارية-33e9,12265.00,,الحي الصناعي الميناء,Yes,,,,,
"نيمرو فالمطار بلوك 59 إعلى رامبلة 3,300,000 MRU Land Plot 1 week ago • Dar Naim سيدي محمد 1",3300000,Land Plot,,نيمرو فالمطار بلوك 59 إعلى رامبلة,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-بلوك-59-اعلى-رامبلة--e872,600.00,20.00,إيثار,Yes,,,,,
"سوق تجاري للبيع في موقع استراتيجي 10,000,000 MRU Commercial and Industrial Real Estate 1 week ago • Arafat بورصة محمدأحمد العقارية 1",10000000,Commercial and Industrial Real Estate,,سوق تجاري للبيع في موقع استراتيجي,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/سوق-تجاري-للبيع-في-موقع-استراتيجي--9a31,300.00,,لكبيد,No,,,,,
"للإجار ابرتماه 14,000 MRU Residential Property 1 week ago • Tevragh Zeina وكالة النجاح 1",14000,Residential Property,,للإجار ابرتماه,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/للاجار-ابرتماه--d804,20.00,20.00,🕌 الشيخ الرضى,Yes,Apartment,1.0,1.0,3.0,3.0
"نمروين اللبيع أفي المطار القديم بلوك 52 5,000,000 MRU Land Plot 1 week ago • Dar Naim عبدالله 3",5000000,Land Plot,,نمروين اللبيع أفي المطار القديم بلوك 52,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نمروين-اللبيع-افي-المطار-القديم-بلوك-52-3019,800.00,,نمروين أفي المطار القديم بلوك 52,No,,,,,
"نيمرو للبيـع فالمطار بلوك قرب مستشفى إيثار 2,300,000 MRU Land Plot 2 weeks ago • Dar Naim سيدي محمد 1",2300000,Land Plot,,نيمرو للبيـع فالمطار بلوك قرب مستشفى إيثار,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيـع-فالمطار-بلوك-قرب-مستشفى-ايثار--ca28,400.00,,إيثار,Yes,,,,,
"شقة لأجار عند كارفور الشريف مستقل 13,000 MRU Residential Property 2 weeks ago • Ksar mohamed 1",13000,Residential Property,,شقة لأجار عند كارفور الشريف مستقل,Ksar,voursa,https://voursa.com/EN/categories/real_estate/ads/شقة-لاجار-عند-كارفور-الشريف-مستقل--2cd3,180.00,20.00,كارفور الشريف,Yes,Studio,1.0,1.0,2.0,3.0
"دار اكبير فتفرغ زين 19,000,000 MRU Residential Property 2 weeks ago • Tevragh Zeina الخدمات العامه 1",19000000,Residential Property,,دار اكبير فتفرغ زين,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-اكبير-فتفرغ-زين--de69,1200.00,15.00,وزارة الخارجية,Yes,Villa,3.0,3.0,5.0,25.0
"نصف نيمرو أفكرن من سكتير 5 F Nord 4,200,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",4200000,Land Plot,,نصف نيمرو أفكرن من سكتير 5 F Nord,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-افكرن-من-سكتير-5-f-nord--f63b,300.00,,سكتير 5,Yes,,,,,
"نيمرو فاتح ف ابرك فمدال c للبيع 4,800,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",4800000,Land Plot,,نيمرو فاتح ف ابرك فمدال c للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فاتح-ف-ابرك-فمدال-c-للبيع--eacd,600.00,20.00,مدال c,No,,,,,
"نيمرو أفكرن من اتراب SNiM 6,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",6000000,Land Plot,,نيمرو أفكرن من اتراب SNiM,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-اتراب-snim--a54e,600.00,,سانتر متير,Yes,,,,,
"نيمرو من الفوز فكرن للبيع 5,500,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",5500000,Land Plot,,نيمرو من الفوز فكرن للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-الفوز-فكرن-للبيع--a549,400.00,20.00,الفوز,No,,,,,
"نيمرو للبيـــع فالمطار بلوك 64 1,800,000 MRU Land Plot 2 weeks ago • Dar Naim سيدي محمد 1",1800000,Land Plot,,نيمرو للبيـــع فالمطار بلوك 64,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيـــع-فالمطار-بلوك-64-5a2a,400.00,,مستشفى إيثار,Yes,,,,,
"دوبلكس علي شارع كبير في الكرن فررصه 5,800,000 MRU Residential Property 2 weeks ago • Teyarett بورصة أنواكشوط العقارية 1",5800000,Residential Property,,دوبلكس علي شارع كبير في الكرن فررصه,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/دوبلكس-علي-شارع-كبير-في-الكرن-فررصه-81b4,200.00,28.00,البوادي,No,Duplex,3.0,2.0,4.0,5.0
"نيمرو فكرن ابرك من مدال m لاول للبيع 4,400,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",4400000,Land Plot,,نيمرو فكرن ابرك من مدال m لاول للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-ابرك-من-مدال-m-لاول-للبيع--1dc8,800.00,15.00,مدال m لاول,No,,,,,
"فرصة نيمر للبيع ف سكتير 6 فكرن 6,300,000 MRU Residential Property 2 weeks ago • Tevragh Zeina mohamed 1",6300000,Residential Property,,فرصة نيمر للبيع ف سكتير 6 فكرن,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمر-للبيع-ف-سكتير-6-فكرن--6b8e,600.00,20.00,سكتير 6,Yes,Other,0.0,0.0,0.0,0.0
"نيمرو أفكرن من سكتير 6 F Nord 6,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",6000000,Land Plot,,نيمرو أفكرن من سكتير 6 F Nord,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-سكتير-6-f-nord--fd37,700.00,,سكتير 6,Yes,,,,,
"دار كدروه فAtoi 5,000,000 MRU Residential Property 2 weeks ago • Tevragh Zeina الخدمات العامه 1",5000000,Residential Property,,دار كدروه فAtoi,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-كدروه-فatoi-0465,600.00,30.00,Atoi,Yes,Villa,1.0,1.0,2.0,5.0
"دار فسيت ابلاج bmciفاتح فبرك وفكرن 3,800,000 MRU Residential Property 2 weeks ago • Sebkha الخدمات العامه 1",3800000,Residential Property,,دار فسيت ابلاج bmciفاتح فبرك وفكرن,Sebkha,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فسيت-ابلاج-bmciفاتح-فبرك-وفكرن-14dd,400.00,15.00,BMCI,Yes,Duplex,1.0,1.0,2.0,7.0
"نيمرو أفكرن من سكتير 6 فاتح فبرك 5,300,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",5300000,Land Plot,,نيمرو أفكرن من سكتير 6 فاتح فبرك,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-سكتير-6-فاتح-فبرك--41e1,600.00,,سكتير 6,Yes,,,,,
"أربع آبارتماهات افكرن حديثين للبيع اف h8 كد كدروه البوادي 7,000,000 MRU Commercial and Industrial Real Estate 2 weeks ago • Teyarett الشيخ 1",7000000,Commercial and Industrial Real Estate,,أربع آبارتماهات افكرن حديثين للبيع اف h8 كد كدروه البوادي,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/اربع-ابارتماهات-افكرن-حديثين-للبيع-اف-h8-كد-كدروه-البوادي--d08e,216.00,,كدروه البوادي,No,,,,,
"جبلكس للبيع قرب كرفور جانبور نظيف واجديد 5,700,000 MRU Residential Property 2 weeks ago • Tevragh Zeina البات 8",5700000,Residential Property,,جبلكس للبيع قرب كرفور جانبور نظيف واجديد,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/جبلكس-للبيع-قرب-كرفور-جانبور-نظيف-واجديد-6c79,220.00,20.00,البات,No,Duplex,3.0,3.0,4.0,8.0
"نيمرو اعلي كدروه انواذيبو فمدال h اسويت للبيع 1,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",1000000,Land Plot,,نيمرو اعلي كدروه انواذيبو فمدال h اسويت للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-اعلي-كدروه-انواذيبو-فمدال-h-اسويت-للبيع--9076,500.00,60.00,مدال h اسويت,No,,,,,
"نيمرو في المطار القديم 2,500,000 MRU Land Plot 2 weeks ago • Dar Naim Md cheikh 1",2500000,Land Plot,,نيمرو في المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-في-المطار-القديم-e1ce,216.00,30.00,ايثار,Yes,,,,,
"نيمرو فالمطار القديم 25,000,000 MRU Land Plot 2 weeks ago • Dar Naim المصطفى حامد لكبيد 1",25000000,Land Plot,,نيمرو فالمطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-القديم--5817,1172.00,50.00,كرفور لبيست,Yes,,,,,
"نيمرو من ابلوك 59 المطار القديم للبيع 3,100,000 MRU Land Plot 2 weeks ago • Dar Naim محمد 1",3100000,Land Plot,,نيمرو من ابلوك 59 المطار القديم للبيع,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-ابلوك-59-المطار-القديم-للبيع--87a2,400.00,20.00,المطار ابلوك 59,No,,,,,
"فرصة نادرة الأن دار للبيع في عين الطلح ب13مليون قرب كدروه فيها 4 غرف و جلسة موقع ممتاز 130,000 MRU Residential Property 2 weeks ago • Teyarett Ahmed 1",130000,Residential Property,,فرصة نادرة الأن دار للبيع في عين الطلح ب13مليون قرب كدروه فيها 4 غرف و جلسة موقع ممتاز,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-نادرة-الان-دار-للبيع-في-عين-الطلح-ب13مليون-قرب-كدروه-فيها-4-غرف-و-جلسة-موقع-ممتاز-27828131-db5b,150.00,8.00,عين الطلح,No,Villa,1.0,20.0,2.0,5.0
"قطعة ارضية توجنين الوقفة 400,000 MRU Land Plot 2 weeks ago • Toujounine سالم 2",400000,Land Plot,,قطعة ارضية توجنين الوقفة,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارضية-توجنين-الوقفة-57db,120.00,8.00,الوقفه,Yes,,,,,
"دار للبيــع فطريق انواذيبو موديل M 9,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 4",9000000,Land Plot,,دار للبيــع فطريق انواذيبو موديل M,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-للبيــع-فطريق-انواذيبو-موديل-m--d4e7,800.00,,شارع آوكار,Yes,,,,,
"300م# من سكتير 3 افنور للبيع 3,200,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",3200000,Land Plot,,300م# من سكتير 3 افنور للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/300م-من-سكتير-3-افنور-للبيع--5f40,300.00,15.00,سكتير 3 افنور,No,,,,,
"230 عند كرن الجامعة 2,500,000 MRU Land Plot 2 weeks ago • Tevragh Zeina عبد الله 1",2500000,Land Plot,,230 عند كرن الجامعة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/230-عند-كرن-الجامعة-d9cd,230.00,15.00,دوار جامعة نواكشوط العصرية,Yes,,,,,
"نيمرو فعرفات حذا اوفو الكيل عل كدروه 1,300,000 MRU Land Plot 2 weeks ago • Arafat Nezihe 1",1300000,Land Plot,,نيمرو فعرفات حذا اوفو الكيل عل كدروه,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فعرفات-حذا-اوفو-الكيل-عل-كدروه--86ab,150.00,,اوفوا الكيل,No,,,,,
"نيمرو فالمطار بلوك 59 إعلى رامبلة 3,150,000 MRU Land Plot 2 weeks ago • Dar Naim سيدي محمد 1",3150000,Land Plot,,نيمرو فالمطار بلوك 59 إعلى رامبلة,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالمطار-بلوك-59-اعلى-رامبلة--7bb6,600.00,20.00,إيثار,Yes,,,,,
"ديبلكس فعين طلح فاتح فبرك 2,500,000 MRU Residential Property 2 weeks ago • Teyarett الخدمات العامه 1",2500000,Residential Property,,ديبلكس فعين طلح فاتح فبرك,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-فعين-طلح-فاتح-فبرك-f490,120.00,15.00,جيني منتير,Yes,Duplex,1.0,1.0,2.0,5.0
"نيمرو من بوش 9 فتحاتو ثنتين 4,300,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",4300000,Land Plot,,نيمرو من بوش 9 فتحاتو ثنتين,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-بوش-9-فتحاتو-ثنتين--2cd4,533.00,,طب القلب,Yes,,,,,
"نيمرو زين تبارك الله من سكتير1 قرب طب القلب 3,200,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمدفال 1",3200000,Land Plot,,نيمرو زين تبارك الله من سكتير1 قرب طب القلب,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-زين-تبارك-الله-من-سكتير1-قرب-طب-القلب-9892,700.00,,طب القلب,No,,,,,
"فرصة ديبلكس لأجار قرب دار اهل مم 25,000 MRU Residential Property 2 weeks ago • Tevragh Zeina mohamed 3",25000,Residential Property,,فرصة ديبلكس لأجار قرب دار اهل مم,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-ديبلكس-لاجار-قرب-دار-اهل-مم--55a2,250.00,20.00,دار اهل امم,Yes,Duplex,1.0,1.0,5.0,5.0
"نص نيمرو في سكتير 5 فرصة 3,650,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",3650000,Land Plot,,نص نيمرو في سكتير 5 فرصة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-في-سكتير-5-فرصة--63bb,300.00,15.00,كدروه الشارة,Yes,,,,,
"نيمرو فيه بيت من ارم ف اغنودرت للبيع 1,100,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",1100000,Land Plot,,نيمرو فيه بيت من ارم ف اغنودرت للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فيه-بيت-من-ارم-ف-اغنودرت-للبيع--5ca4,300.00,10.00,اغنودرت,No,,,,,
"نيمرو أفكرن من القضاة 4,300,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",4300000,Land Plot,,نيمرو أفكرن من القضاة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-القضاة--2c57,600.00,,القضاة,Yes,,,,,
"نيمرو ف اغنودرت للبيع 1,150,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",1150000,Land Plot,,نيمرو ف اغنودرت للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-ف-اغنودرت-للبيع--0200,300.00,10.00,اغنودرت,No,,,,,
"نمرو فاتح فبرك سكوجيم 1,600,000 MRU Land Plot 2 weeks ago • Teyarett الخدمات العامه 1",1600000,Land Plot,,نمرو فاتح فبرك سكوجيم,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نمرو-فاتح-فبرك-سكوجيم--b43a,180.00,30.00,برك سكوجيم,Yes,,,,,
"أتراب للبيــــع فكرفور إعلى شارع بوليس 2,500,000 MRU Land Plot 2 weeks ago • Arafat سيدي محمد 1",2500000,Land Plot,,أتراب للبيــــع فكرفور إعلى شارع بوليس,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/اتراب-للبيــــع-فكرفور-اعلى-شارع-بوليس--c77d,230.00,20.00,أستاسيوه الكاميرات,Yes,,,,,
"البرتماة للبيع في تفرغ زينه قرب اتاك الخير 9,500,000 MRU Residential Property 2 weeks ago • Tevragh Zeina أبياه 6",9500000,Residential Property,,البرتماة للبيع في تفرغ زينه قرب اتاك الخير,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/البرتماة-للبيع-في-تفرغ-زينه-قرب-اتاك-الخير--79ee,400.00,20.00,لبات,Yes,Apartment,3.0,3.0,3.0,5.0
"نيمرو من المطار ابلوك 23 اعلي كدروه بالقرب من كدروه بلال للببع 7,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",7000000,Land Plot,,نيمرو من المطار ابلوك 23 اعلي كدروه بالقرب من كدروه بلال للببع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-المطار-ابلوك-23-اعلي-كدروه-بالقرب-من-كدروه-بلال-للببع--a8bb,600.00,40.00,ابلوك 23,No,,,,,
"ايجار برتماه 15,000 MRU Residential Property 2 weeks ago • Tevragh Zeina نورة 8",15000,Residential Property,,ايجار برتماه,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/ايجار-برتماه-f87c,200.00,40.00,برتماه,No,Other,1.0,1.0,2.0,3.0
"دار تنباع 900,000 MRU Residential Property 2 weeks ago • Dar Naim Agence LEWEDLI 1",900000,Residential Property,,دار تنباع,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-تنباع-6140,1.00,,الولايه,Yes,Other,0.0,0.0,0.0,0.0
"فرصة نيمرو فعين الطلح 1,100,000 MRU Land Plot 2 weeks ago • Teyarett محمد سالم 1",1100000,Land Plot,,فرصة نيمرو فعين الطلح,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمرو-فعين-الطلح-91b8,150.00,6.00,مقام ابراهيم,Yes,,,,,
"دار احذ طب بوحديد 1,000,000 MRU Residential Property 2 weeks ago • Toujounine الخدمات العامه 1",1000000,Residential Property,,دار احذ طب بوحديد,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-احذ-طب-بوحديد-f74b,120.00,10.00,طب بوحديد,Yes,Other,1.0,1.0,2.0,4.0
"نيمرو من سكتير 1 بلوكات بلو زين 3,150,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",3150000,Land Plot,,نيمرو من سكتير 1 بلوكات بلو زين,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-1-بلوكات-بلو-زين--7ceb,600.00,,شارع 60,Yes,,,,,
"دار للبيع في نواذيبو 1,300,000 MRU Residential Property 2 weeks ago • Nouadhibou Ets AMAR 1",1300000,Residential Property,,دار للبيع في نواذيبو,Nouadhibou,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-للبيع-في-نواذيبو-e331,180.00,10.00,6 ème robinet,No,Apartment,1.0,0.0,2.0,5.0
"نيمرو اعل كدروه الامل 2,500,000 MRU Land Plot 2 weeks ago • Toujounine محمد عبد الله ولد سيكه 1",2500000,Land Plot,,نيمرو اعل كدروه الامل,Toujounine,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-اعل-كدروه-الامل-4086,600.00,50.00,الحي الإداري,Yes,,,,,
"سمعه كبيرة وزينه 2,000,000 MRU Residential Property 2 weeks ago • Arafat نورة 1",2000000,Residential Property,,سمعه كبيرة وزينه,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/سمعه-كبيرة-وزينه-56d4,180.00,40.00,الداية 9,Yes,Duplex,4.0,2.0,4.0,7.0
"دبلكس للبيـــــــــــــــــــــع الفوز الصحراوي 8,500,000 MRU Residential Property 2 weeks ago • Tevragh Zeina عبدالله 3",8500000,Residential Property,,دبلكس للبيـــــــــــــــــــــع الفوز الصحراوي,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دبلكس-للبيـــــــــــــــــــــع-الفوز-الصحراوي-ceb0,400.00,,دبلكس أفي الفوز الصحرواي,No,Duplex,1.0,1.0,4.0,6.0
"سمعه فكرفور مدريد 600,000 MRU Residential Property 2 weeks ago • Arafat محمد عبد الله ولد سيكه 1",600000,Residential Property,,سمعه فكرفور مدريد,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/سمعه-فكرفور-مدريد--fee9,150.00,10.00,كرفور مدريد,Yes,Duplex,2.0,1.0,2.0,5.0
"فرصة ديبلكس حكما اجديدة مساحتها 400م² في الفوز 8,500,000 MRU Residential Property 2 weeks ago • Teyarett الشيخ 1",8500000,Residential Property,,فرصة ديبلكس حكما اجديدة مساحتها 400م² في الفوز,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-ديبلكس-حكما-اجديدة-مساحتها-400م-في-الفوز-06f8,400.00,25.00,الفوز _ كدروه البوادي,Yes,Duplex,2.0,4.0,6.0,7.0
"جبلكس للبيع في تفرغ زينه قرب اتاك الخير اجديد مافا اندخلة 6,000,000 MRU Residential Property 2 weeks ago • Tevragh Zeina البات 8",6000000,Residential Property,,جبلكس للبيع في تفرغ زينه قرب اتاك الخير اجديد مافا اندخلة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/جبلكس-للبيع-في-تفرغ-زينه-قرب-اتاك-الخير-اجديد-مافا-اندخلة-ac33,250.00,18.00,البات,Yes,Duplex,3.0,3.0,4.0,8.0
"محلات وعقارات تجارية 2,000,000 MRU Commercial and Industrial Real Estate 2 weeks ago • Arafat بورصة محمدأحمد العقارية 1",2000000,Commercial and Industrial Real Estate,,محلات وعقارات تجارية,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/محلات-وعقارات-تجارية--9f0f,300.00,,الدايه الثامنة,No,,,,,
"ديبلكس احذ شهرزاد فاتح فبرك 5,000,000 MRU Residential Property 2 weeks ago • Teyarett الخدمات العامه 1",5000000,Residential Property,,ديبلكس احذ شهرزاد فاتح فبرك,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-احذ-شهرزاد-فاتح-فبرك-5ba7,216.00,15.00,شهرزاد,Yes,Duplex,2.0,1.0,3.0,7.0
"نيمرو من h3 المرحلة 1,200,000 MRU Land Plot 2 weeks ago • Teyarett محمد 1",1200000,Land Plot,,نيمرو من h3 المرحلة,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-h3-المرحلة-9074,216.00,,كدرونه الكورنيش,Yes,,,,,
